model,dataset,target,horizon,seed,MAE,RMSE,sMAPE,wMAPE,MSE,train_time_s,inference_ms,n_params,peak_gpu_mb
chronos_bolt_small,synthetic,synthetic_load,24,42,1.2845349215592616,1.5847586147176902,1.1854920040090315,1.1892040979688419,2.5114598669219323,0.0,17.15840399992885,47718016,100.87060546875
timesfm,synthetic,synthetic_load,24,42,1.187626102944396,1.41226825286655,1.1118390463899341,1.0994872967422737,1.9945016180547375,0.0,110.62334300004295,200000000,895.5625
