model,dataset,target,horizon,seed,MAE,RMSE,sMAPE,wMAPE,MSE,train_time_s,inference_ms,n_params,peak_gpu_mb
seasonal_naive,ecl,aggregate_load,24,42,338935.8969390353,428088.8171841519,39.976022778172776,38.6883251374621,183260035398.12625,6.0326000493660104e-05,0.002016627338628375,0,0.0
seasonal_naive,ecl,aggregate_load,96,42,340658.82101319527,428618.3208884466,40.127731872845374,38.958892671963916,183713665001.23138,4.9494999984744936e-05,0.0033284775454686215,0,0.0
seasonal_naive,ecl,aggregate_load,168,42,343510.1715685587,431537.72405627824,40.476061842452026,39.39053540979638,186224807283.67255,4.027999966638163e-05,0.003466450726446241,0,0.0
seasonal_naive,etth1,HUFL,24,42,3.312264161981741,5.4443184749380755,46.0687929290298,32.78003995826225,29.640603656552056,3.203000051144045e-05,0.00206315501111149,0,0.0
seasonal_naive,etth1,HUFL,96,42,3.924425973031994,6.407727834953282,51.69752748302952,38.80075895930466,41.058976006835074,4.0533999708713964e-05,0.0034206453057775686,0,0.0
seasonal_naive,etth1,HUFL,168,42,4.180376351874045,6.698292580284449,54.20220365940088,41.263909140505135,44.86712349109371,3.582499994081445e-05,0.0045626848071172255,0,0.0
xgboost,ecl,aggregate_load,24,42,259541.73621503086,306548.3349215574,31.32497538456861,29.625764541649197,93971881643.17934,2.6466759079994517,0.016434024627723774,0,0.0
xgboost,ecl,aggregate_load,24,43,259573.07226575655,306574.3985685321,31.328438760231414,29.629341440201244,93987861857.65715,2.7675696460000836,0.016479506109186446,0,0.0
xgboost,ecl,aggregate_load,24,44,259539.29005283237,306538.41583459656,31.325212662930426,29.625485320948975,93965800382.38405,2.6822049359998346,0.015089249140946526,0,0.0
xgboost,ecl,aggregate_load,96,42,261794.13359784128,308905.32781623636,31.628920777995678,29.9396608097608,95422501553.25645,10.42093626499991,0.059739651180703846,0,0.0
xgboost,ecl,aggregate_load,96,43,261789.3212344104,308894.07978600136,31.62801147743421,29.93911045163461,95415552526.84058,10.713083797999388,0.06271504587683693,0,0.0
xgboost,ecl,aggregate_load,96,44,261808.0987892855,308945.22109496273,31.629942777210964,29.941257916194154,95447149637.4154,10.439111734999642,0.05976605594267726,0,0.0
xgboost,ecl,aggregate_load,168,42,264215.99012540496,311137.737852988,31.958217106925304,30.29781990834584,96806691916.2747,18.87404329200035,0.11164276874749202,0,0.0
xgboost,ecl,aggregate_load,168,43,264226.0118526566,311152.2788052896,31.958997729920252,30.29896910634592,96815740605.72466,18.640787698999702,0.1076003072241562,0,0.0
xgboost,ecl,aggregate_load,168,44,264254.5466314695,311191.69373053714,31.96191073894255,30.30224120804267,96840270246.88043,18.306877413999246,0.09749058657247532,0,0.0
xgboost,etth1,HUFL,24,42,3.8901301961352055,5.3988092795264935,57.45811792632687,38.4989291421309,29.147141636701374,2.214796856999783,0.01572123379280669,0,0.0
xgboost,etth1,HUFL,24,43,3.900373284000311,5.408662522882076,57.55757191990364,38.60030053435502,29.2536302864291,2.2462279429992122,0.017137365152285828,0,0.0
