model,dataset,target,horizon,seed,MAE,RMSE,sMAPE,wMAPE,MSE,train_time_s,inference_ms,n_params,peak_gpu_mb
chronos_bolt_small,synthetic,synthetic_load,24,42,1.2831257069172282,1.5836488092313539,1.1899639462878018,1.191409588797322,2.507943550979885,0.0,741.6115348751191,47718016,103.0419921875
timesfm,synthetic,synthetic_load,24,42,1.2845573483584294,1.5652220583898053,1.1994359726848565,1.1927388984133414,2.4499200920700193,0.0,247.6543547500114,200000000,895.5625
