learning_rate,val_MAE,elapsed_s,model,dataset,target,horizon,seed,selected_learning_rate
0.001,29119.424666980045,17.64481612000054,itransformer,ecl,aggregate_load,168,46,0.0005
0.0005,29025.239564008323,28.05313806200047,itransformer,ecl,aggregate_load,168,46,0.0005
