learning_rate,val_MAE,elapsed_s,model,dataset,target,horizon,seed,selected_learning_rate
0.001,3.3131959047200747,7.907242188000055,dlinear,etth1,HUFL,168,43,0.0005
0.0005,3.311056653275068,14.027357446000678,dlinear,etth1,HUFL,168,43,0.0005
