learning_rate,val_MAE,elapsed_s,model,dataset,target,horizon,seed,selected_learning_rate
0.001,3.777737890373275,29.357838513000388,patchtst,etth1,HUFL,168,42,0.0005
0.0005,3.6210468902250104,27.664393311000822,patchtst,etth1,HUFL,168,42,0.0005
