learning_rate,val_MAE,elapsed_s,model,dataset,target,horizon,seed,selected_learning_rate
0.001,3.753527690162878,12.08049018499969,itransformer,etth1,HUFL,168,44,0.0005
0.0005,3.7344967189122777,23.892420347000552,itransformer,etth1,HUFL,168,44,0.0005
