learning_rate,val_MAE,elapsed_s,model,dataset,target,horizon,seed,selected_learning_rate
0.001,17948.941611504,8.106112682999992,dlinear,ecl,aggregate_load,24,45,0.001
0.0005,18370.660332740485,7.558681772999989,dlinear,ecl,aggregate_load,24,45,0.001
