learning_rate,val_MAE,elapsed_s,model,dataset,target,horizon,seed,selected_learning_rate
0.001,25000.562838456062,25.106472478000796,itransformer,ecl,aggregate_load,96,44,0.0005
0.0005,24222.359137179006,23.20329181299985,itransformer,ecl,aggregate_load,96,44,0.0005
