learning_rate,val_MAE,elapsed_s,model,dataset,target,horizon,seed,selected_learning_rate
0.001,3.253859707885838,39.072138276999794,itransformer,etth1,HUFL,24,45,0.001
0.0005,3.298750061009955,19.049709174999407,itransformer,etth1,HUFL,24,45,0.001
