learning_rate,val_MAE,elapsed_s,model,dataset,target,horizon,seed,selected_learning_rate
0.001,27003.000656854154,59.2276826049997,patchtst,ecl,aggregate_load,96,43,0.001
0.0005,28111.888988223334,33.15756591199988,patchtst,ecl,aggregate_load,96,43,0.001
