learning_rate,val_MAE,elapsed_s,model,dataset,target,horizon,seed,selected_learning_rate
0.001,2.7818168806215864,15.272395596000024,dlinear,etth1,HUFL,24,42,0.0005
0.0005,2.76281188230504,13.311578507000377,dlinear,etth1,HUFL,24,42,0.0005
