learning_rate,val_MAE,elapsed_s,model,dataset,target,horizon,seed,selected_learning_rate
0.001,24194.72905943732,10.698233756000036,dlinear,ecl,aggregate_load,96,46,0.001
0.0005,24243.281035776716,10.687221346000115,dlinear,ecl,aggregate_load,96,46,0.001
