learning_rate,val_MAE,elapsed_s,model,dataset,target,horizon,seed,selected_learning_rate
0.001,31752.872763057974,49.82037011800003,patchtst,ecl,aggregate_load,168,44,0.0005
0.0005,29567.94443603116,30.655940981000185,patchtst,ecl,aggregate_load,168,44,0.0005
