learning_rate,val_MAE,elapsed_s,model,dataset,target,horizon,seed,selected_learning_rate
0.001,2.767125527993431,4.735084842000106,dlinear,etth1,HUFL,24,46,0.001
0.0005,2.7744484484579424,5.820072097000775,dlinear,etth1,HUFL,24,46,0.001
