learning_rate,val_MAE,elapsed_s,model,dataset,target,horizon,seed,selected_learning_rate
0.001,3.1026368621104403,42.82968015000006,patchtst,etth1,HUFL,24,43,0.0005
0.0005,2.828399401584117,38.5402167329994,patchtst,etth1,HUFL,24,43,0.0005
