learning_rate,val_MAE,elapsed_s,model,dataset,target,horizon,seed,selected_learning_rate
0.001,28568.872860580675,37.96073666899974,patchtst,ecl,aggregate_load,96,46,0.0005
0.0005,26776.303833637674,46.76578077399972,patchtst,ecl,aggregate_load,96,46,0.0005
