learning_rate,val_MAE,elapsed_s,model,dataset,target,horizon,seed,selected_learning_rate
0.001,3.191793977655492,12.321506788000079,dlinear,etth1,HUFL,96,43,0.001
0.0005,3.194566398061933,8.995600683999328,dlinear,etth1,HUFL,96,43,0.001
