learning_rate,val_MAE,elapsed_s,model,dataset,target,horizon,seed,selected_learning_rate
0.001,28029.146625708974,12.355918210000027,dlinear,ecl,aggregate_load,168,46,0.0005
0.0005,27975.179479151935,12.362376291999908,dlinear,ecl,aggregate_load,168,46,0.0005
